name,gc_orgID
institut vanier famille,3532
institute for health information cihi,3453
institutes health research,2307
institutions democratiques,3566
instituts recherche en sante,2307
instituts recherche en sante canadian institutes health research,2307
int,2279
intellectual property office,3537
intelligence commissioner,2275
intelligence commissioner commissaire renseignement,2275
inter-american development bank,3403
intergovernmental affairs,3574
intergovernmental conference secretariat,2248
internal trade secretariat corporation,3471
international bank for reconstruction development,3404
international centre for human rights democratic development,3527
international development agency,3684
international development association,3405
international development research centre,3641
international finance corporation,3406
international fisheries commissions pension society,3472
international grains institute,3521
international joint commission canadian section,3407
international lake memphremagog levels board,3408
international lake woods control board,3409
international monetary fund,3410
international trade tribunal,3685
international.gc.ca,2227
inuvialuit arbitration board,3673
invest in,2317
invest in hub,2317
investir,2317
investment savings,3421
irb,2261
irb-cisr,2261
irb-cisr.gc.ca,2261
ircc,2224
irsc,2307
irsc-cihr.gc.ca,2307
isc,2243
isc-sac,2243
isc-sac.gc.ca,2243
isde,2231
isde-ised.gc.ca,2231
ised,2231
ised-isde.gc.ca,2231
ispc,2279
ispc-psic.gc.ca,2279
jacques cartier champlain bridges incorporated,3643
jacques-cartier champlain bridges,3643
joint public advisory committee jpac commission for environmental cooperation cec,3412
judicial compensation benefits commission,3575
judicial council,3558
juge-arbitre,3688
juges federaux ne faisant pas partie un ministere,3427
jus,2232
justice,2232
justice department,2232
justice ministere,2232
justice.gc.ca,2232
l administration canadienne surete transport aerien,3655
l administration canadienne surete transport aerien canadian air transport security authority,3655
l enqueteur correctionnel,2276
l enqueteur correctionnel correctional investigator,2276
l institut vanier famille,3532
l office national film,2266
l office national film national film board,2266
labour-travail.gc.ca,2229
lac,2262
lac-bac,2262
lac-bac.gc.ca,2262
lake woods control board,3473
lands company limited,3650
last post fund,3531
laurentian pilotage authority,3657
law commission,2310
leader gouvernement chambre communes,3577
leader government in house commons,3577
leaders debates commission,2296
library archives,2262
library archives bibliotheque archives,2262
library parliament,3429
licc,2269
livestock records corporation,3454
lob,2273
lobbycanada.gc.ca,2273
logement infrastructures collectivites,2269
logement infrastructures collectivites housing infrastructure communities,2269
lower churchill development corporation limited,3415
lp-bp,3429
management advisory board for rcmp,3578
marine atlantic,3658
marine atlantique s.c.c,3658
marine atlantique s.c.c.,3658
marine royale,3589
marine royale canadienne,3589
maritime forestry complex corporation,3474
mdn,2233
measurement,3542
media fund,3447
mental health commission mhcc,3475
merchant seamen compensation board,3674
mesures,3542
mgerc,2263
mgerc-ceegm,2263
mgerc-ceegm.gc.ca,2263
milit-air,3476
military grievances external review committee,2263
military grievances external review committee comite externe examen griefs militaires,2263
military police complaints commission,2264
military police complaints commission commission examen plaintes concernant police militaire,2264
ministere finances,2225
ministere finances department finance,2225
ministere justice,2232
ministere justice department justice,2232
mint.ca,3637
miscarriage justice review commission,3706
monnaie royale,3637
monnaie royale canadienne,3637
monnaie royale canadienne royal canadian mint,3637
montreal port authority,3477
mortgage housing corporation,3631
mot,2238
mpa-apm,3477
mpcc,2264
mpcc-cppm,2264
mpcc-cppm.gc.ca,2264
mpo,2226
mpo-dfo.gc.ca,2226
multilateral investment guarantee agency,3411
musee agriculture alimentation,3553
musee aviation espace,3554
musee banque,3552
musee beaux-arts,3626
musee canadien droits personne,3620
musee canadien guerre,3561
musee canadien histoire,3621
musee canadien histoire canadian museum history,3621
musee canadien immigration quai 21,3622
musee canadien immigration quai 21 canadian museum immigration at pier 21,3622
musee canadien nature,3623
musee canadien nature canadian museum nature,3623
musee canadien photographie contemporaine,3602
musee canadien pour droits personne,3620
musee canadien pour droits personne canadian museum for human rights,3620
musee droits personne,3620
musee guerre,3561
musee histoire,3621
musee immigration quai 21,3622
musee national sciences technologie,3627
musee nature,3623
musee photographie contemporaine,3602
musee virtuel,3596
museum contemporary photography,3602
museum for human rights,3620
museum history,3621
museum history war museum,3561
museum immigration at pier 21,3622
museum nature,3623
nac,2319
nac-asc.gc.ca,2319
nanaimo port authority,3478
nar,2303
national advisory council on aging,3608
national advisory council on poverty,3609
national arts centre,3625
national arts centre corporation,3625
national battlefields commission,2311
national battlefields commission commission champs bataille nationaux,2311
national capital commission,3653
national defence,2233
national defence defense nationale,2233
national defence defense nationale forces armees canadiennes,2233
national defense,2233
national energy board,2312
national energy board office national energie,2312
national film board,2266
national film board office national film,2266
national gallery,3626
national museum science technology,3627
national parole board commission liberations conditionnelles,2267
national research council,2313
national research council conseil national recherches,2313
national round table on environment economy,3675
national security intelligence committee parliamentarians,3579
national security intelligence review agency,3579
national security intelligence review agency office surveillance activites en matiere securite nationale renseignement,3579
national security intelligence review agency secretariat,2291
national seniors council,3580
natural resources,2234
natural resources ressources naturelles,2234
natural sciences engineering research,2314
natural sciences engineering research council,2314
natural sciences engineering research council conseil recherches en sciences naturelles en genie,2314
nature trust british columbia,3479
nature.ca,3623
nav,3480
nbc,2311
nbc-ccbn,2311
nbc-ccbn.gc.ca,2311
ncc ombudsman,2232
ndcfo-odnfc,3583
ned,2249
nfb,2266
nfb-onf,2266
nfb.ca,2266
nhw,2228
nnpa-apn,3478
nor,2299
normes accessibilite,2319
normes accessibilite accessibility standards,2319
north portage development corporation exploitee sous nom forks north portage partnership,3416
north portage development corporation operating as forks north portage partnership,3416
northern economic development agency,2249
northern pipeline agency,2268
npa,2268
npa-apn,2268
npb,2267
nra,3579
nrc,2313
nrc-cnrc,2313
nrc-cnrc.gc.ca,2313
nrc.gc.ca,2313
nrcan,2234
nrcan-rncan,2234
nrcan-rncan.gc.ca,2234
nrcan.gc.ca,2234
nrn.nrcan.gc.ca,2234
nse,2314
nserc,2314
nserc-crsng,2314
nserc-crsng.gc.ca,2314
nsi,3579
nsicop-cpsnr.gc.ca,2295
nsira-ossnr,3579
nsira-ossnr.gc.ca,3579
nuclear safety commission,2308
oag,2270
oag-bvg,2270
oag-bvg.gc.ca,2270
occ,2305
occe-bcef,3420
occupational health safety tribunal,3581
oci,2276
oci-bec,2276
oci-bec.gc.ca,2276
ocl,2273
ocl-cal,2273
ocol,2274
ocol-clo,2274
ocol-clo.gc.ca,2274
ocsa-bcsc,3611
ocsa-bcsc.gc.ca,2231
ocsec-bccst,2275
office canada-terre-neuve-et-labrador hydrocarbures extracotiers,3448
office commercialisation poisson eau douce,3638
office financement assurance-emploi,3666
office infrastructure,2269
office investissement regime pensions,3636
office investissement regimes pensions secteur public,3663
office national film,2266
office propriete intellectuelle,3537
office propriete intellectuelle canadian intellectual property office,3537
office repartition approvisionnements energie,3424
office surveillance activites en matiere securite nationale renseignement,3579
office surveillance activites en matiere securite nationale renseignement national security intelligence review agency,3579
office technologies industrielles,3546
office transports,2252
office transports canadian transportation agency,2252
oic,2281
oic-ci,2281
oic-ci.gc.ca,2275
olc,2275
old port montreal,3689
old port montreal corporation,3689
ombdndcaf,3583
ombdndcaf part dnd,3583
ombudsman for department national defence armed forces,3583
ombudsman for department national defence canadian armed forces,3583
ombudsman for department national defence canadian forces,3583
ombudsman for department national defence forces,3583
onf,2266
opa-apd,3481
opc,2282
opc-cpvp,2282
operations enquetes statistiques,3426
opo-boa.gc.ca,3585
org231,2310
osfi,2280
osfi-bsif,2280
osfi-bsif.gc.ca,2280
osgg,2278
osgg-bsgg,2278
oshawa port authority,3481
ossnr-nsira.gc.ca,3579
otc,2252
otc-cta.gc.ca,2252
oto-boc,3594
oto-boc.gc.ca,3594
ottawa international airport authority,3482
ouranos consortium,3483
ovo-bov,3595
pacific can,2298
pacific economic development,2298
pacific economic development developpement economique pour pacifique,2298
pacific economic development pacifican,2298
pacific pilotage authority,3659
pacific pilotage authority administration pilotage pacifique,3659
pacifican,2298
pacifican.gc.ca,2298
papa-appa,3486
parc downsview park,3690
parcs,2315
parcs parks,2315
pari-mutuel agency,3538
parks,2315
parks agency,2315
parks parcs,2315
parl.gc.ca,3584
parlement,3584
parlement parliament,3584
parliament,3584
parliament parlement,3584
parliamentary budget officer,3433
parliamentary protective service,3434
parliamentary protective service service protection parlementaire,3434
parole board,2267
parole board commission liberations conditionnelles,2267
partenariat canadien contre cancer pcc,3455
partenariat contre cancer pcc,3455
partnership against cancer corporation cpac,3455
passeport,3547
passport,3547
patented medicine prices review board,2283
patented medicine prices review board conseil examen prix medicaments brevetes,2283
patient safety institute cpsi,3456
patrimoine,2223
patrimoine canadien,2223
patrimoine canadien canadian heritage,2223
pay,2235
payroll system general ledger,3548
pb,3439
pbc,2267
pbc-clcc,2267
pbc-clcc.gc.ca,2267
pc,2315
pc.gc.ca,2315
pca,2315
pch,2223
pch.gc.ca,2223
pco,2284
pco-bcp,2284
pco-bcp.gc.ca,2284
peches oceans,2226
peches oceans fisheries oceans,2226
pen,2255
pension appeals board,3691
pension plan investment board,3636
pension retraite fonction publique,3549
personnel fonds non publics forces,3425
personnel fonds non publics forces canadiennes,3425
petf-fpet,3484
petrole gaz indiens,3541
phac,2285
phac-aspc,2285
phac-aspc.gc.ca,2285
physical resources bureau,3543
pier21.ca,3622
pierre eliott trudeau foundation,3484
pierre elliott trudeau foundation,3484
placements epargne,3421
pmprb,2283
pmprb-cepmb,2283
pmprb-cepmb.gc.ca,2283
pol,2318
polaire,2318
polaire-polar.gc.ca,2318
polar,2318
polar knowledge,2318
polar knowledge savoir polaire,2318
polar-polaire,2318
polar-polaire.gc.ca,2318
policy horizons,3612
ponts jacques-cartier champlain,3643
porcupine caribou management board,3485
port alberni port authority,3486
post corporation,3651
ppa.gc.ca,3659
ppd,2277
ppp,3645
pps,3434
ppsc,2277
ppsc-sppc,2277
ppsc-sppc.gc.ca,2277
pptc,3547
prairie farm rehabilitation administration,3419
prairies can,2240
prairies economic development,2240
prairies economic development developpement economique pour prairies,2240
prairies economic development prairiescan,2240
prairiescan,2240
prairiescan pacifican,2240
prairiescan.gc.ca,2240
premier ministre,3586
prime minister,3586
prince george 2015 winter games host society,3701
prince george airport authority,3488
prince rupert port authority,3489
prionet,3528
privacy commissioner,2282
privy council office,2284
privy council office conseil prive,2284
prix humanitaire terry fox,3502
procurement ombud,3585
procurement ombudsman,3585
procurement ombudsman bureau ombudsman approvisionnement,3585
prpa-appr,3489
ps,2235
ps-sp,2235
ps-sp.gc.ca,2235
psc,2286
psc-cfp,2286
psc-cfp.gc.ca,2286
psdpt-tpfd,3587
psi,3497
psic,2279
psic-ispc,2279
psic-ispc.gc.ca,2279
psp,2235
pspc,2236
ptr,3507
public appointments commission secretariat,3676
public health agency,2285
public health agency agence sante publique,2285
public prosecution service,2277
public prosecution service service poursuites penales,2277
public safety,2235
public safety securite publique,2235
public sector integrity commissioner,2279
public sector integrity commissioner commissariat integrite secteur public,2279
public sector pension investment board,3663
public servants disclosure protection tribunal,3587
public service commission,2286
public service commission commission fonction publique,2286
public service labour relations board,3692
public service staffing tribunal,3693
public service superannuation,3549
public services procurement,2236
public services procurement services publics approvisionnement,2236
pwgsc-tpsgc,2236
pwgsc-tpsgc.gc.ca,2236
pwgsc.gc.ca,2236
pxr,2283
qpa-apq,3490
quebec port authority,3490
race relations foundation,3624
radio-television telecommunications commission,2396
rcaanc,2230
rcaanc-cirnac.gc.ca,2230
rcm,2288
rcmh-mrcf inc royal canadian mint,3637
rcmh-mrcf inc royal mint,3637
rcmh-mrcf inc. royal canadian mint,3637
rcmp,2288
rcmp external review committee,2289
rcmp-grc,2288
rcmp-grc.gc.ca,2288
rec,2312
rec-cer.gc.ca,2312
recherche developpement pour defense,3540
refugees citizenship immigration,2224
regie canada-nouvelle-ecosse energie extracotiere,3449
regie energie,2312
regie energie energy regulator,2312
regina airport authority,3491
registraire cour supreme,2287
registrar supreme court,2287
registry competition tribunal,3694
registry public servants disclosure protection tribunal,3695
registry specific claims tribunal,3696
relations couronne-autochtones affaires nord,2230
relations couronne-autochtones affaires nord crown-indigenous relations northern affairs,2230
research chairs,3556
reseau canadien information sur patrimoine,3536
reseau information sur patrimoine,3536
resolution questions pensionnats indiens,3607
ressources naturelles,2234
ressources naturelles natural resources,2234
revenue agency,2303
revision protection environnement,3568
rhdcc-hrsdc.gc.ca,2229
ridley terminals,3660
rncan,2234
rncan-nrcan.gc.ca,2234
roosevelt campobello international park commission,3492
royal air force,3588
royal canadian air force,3588
royal canadian mint,3637
royal canadian mint monnaie royale canadienne,3637
royal canadian mounted police,2288
royal canadian mounted police external review committee,2289
royal canadian mounted police gendarmerie royale,2288
royal canadian navy,3589
royal military college,3590
royal mint,3637
royal mounted police,2288
royal mounted police external review committee,2289
royal navy,3589
rpp,2290
rsn,2234
rtc,2396
sac,2243
sac-isc.gc.ca,2243
saguenay port authority,3493
saint john airport,3494
saint john port authority,3495
sante,2228
sante health,2228
saskatoon airport authority,3496
satj,2256
satj-cas.gc.ca,2256
savoir polaire,2318
savoir polaire polar knowledge,2318
sc,0
sc-hc.gc.ca,2228
scc,2255
scc-ccn.ca,3648
scc-csc,2287
scc-csc.gc.ca,2255
scdata,2297
schl-cmhc.gc.ca,3631
school public service,2304
scic,2248
scics.ca,2248
science economic development innovation,2231
science engineering research recherches en sciences en genie,2314
scpsnr,2295
scrr-srcr.gc.ca,2307
scrs,2250
sct,2242
sct-tbs.gc.ca,2242
secretaire gouverneur general,2278
secretaire gouverneur general secretary to governor general,2278
secretariat comite parlementaires sur securite nationale renseignement,2295
secretariat comite parlementaires sur securite nationale renseignement secretariat national security intelligence committee parliamentarians,2295
secretariat commission nominations publiques,3676
secretariat conferences intergouvernementales,2248
secretariat conferences intergouvernementales canadiennes,2248
secretariat conferences intergouvernementales canadiennes canadian intergovernmental conference secretariat,2248
secretariat conseil tresor,2242
secretariat conseil tresor treasury board secretariat,2242
secretariat national security intelligence committee parliamentarians,2295
secretariat national security intelligence committee parliamentarians secretariat comite parlementaires sur securite nationale renseignement,2295
secretariat office surveillance activites en matiere securite nationale renseignement,2291
secretary to governor general,2278
secretary to governor general secretaire gouverneur general,2278
securite publique,2235
securite publique public safety,2235
securite transports,2309
securite transports transportation safety board,2309
security intelligence service,2250
sen.parl.gc.ca,3432
senat,3432
senate,3432
senate employees senat,3432
senate ethics officer,3431
sept-iles port authority,3497
service,3591
service administratif tribunaux judiciaires,2256
service administratif tribunaux judiciaires courts administration service,2256
service appui tribunaux administratifs,2297
service canadien appui tribunaux administratifs,2297
service canadien appui tribunaux administratifs administrative tribunals support service,2297
service canadien renseignement securite,2250
service canadien renseignement securite canadian security intelligence service,2250
service correctionnel,2255
service correctionnel correctional service,2255
service delegues commerciaux,3560
service poursuites penales,2277
service poursuites penales public prosecution service,2277
service protection parlementaire,3434
service renseignement securite,2250
service service,3591
servicecanada.gc.ca,3591
services autochtones,2243
services autochtones indigenous services,2243
services partages,2292
services partages shared services,2292
services publics approvisionnement,2236
services publics approvisionnement public services procurement,2236
shared services,2292
shared services services partages,2292
ship-source oil pollution fund,3613
sif,2280
smtp.gc.ca,2250
snsicp,2295
snsicp-scpssnr,2295
social sciences humanities research council,2316
social sciences humanities research council conseil recherches en sciences humaines,2316
social security tribunal,3632
social security tribunal tribunal securite sociale,3632
societe accueil jeux 2011 halifax,3700
societe assurance-depots,3634
societe attenuation repercussions projet gazier mackenzie,3667
societe caisse retraite commission internationale pecheries,3472
societe canadienne enregistrement animaux,3454
societe canadienne hypotheques logement,3631
societe canadienne hypotheques logement mortgage housing corporation,3631
societe canadienne postes,3651
societe centre national arts,3625
societe complexe forestier maritimes,3474
societe enregistrement animaux,3454
societe expansion cap breton,3668
societe financiere internationale,3406
societe hotesse jeux hiver prince george 2015,3701
societe hypotheques logement,3631
societe immobiliere limitee,3650
societe legs jeux 2010,3702
societe ponts federaux limitee,3661
societe postes,3651
societe radio-canada,3619
societe vieux-port montreal,3689
sopf-cidp,3613
sp,2235
sp-ps.gc.ca,2235
spa-aps,3493
spac,2236
space agency,2251
spc,2292
spc-ssc.gc.ca,2292
special operations forces command,3559
sport dispute resolution centre,3498
sport institute ontario,3457
sportcommission-commissionsport.gc.ca,2223
sppc,2277
sppc-ppsc.gc.ca,2277
srcr-scrr.gc.ca,2307
srt,2275
ssc,2292
ssc-spc,2292
ssc-spc-gc.ca,2292
ssc-spc.gc.ca,2292
ssh,2316
sshrc,2316
sshrc-crsh,2316
sshrc-crsh.gc.ca,2316
sshrc-crsng.gc.ca,2316
sshrc.crsh.gc.ca,2316
sst,3632
sst-tss.gc.ca,3632
st john s international airport authority,3499
st john s port authority,3500
st lawrence seaway management corporation,3501
st. john s international airport authority,3499
st. john s port authority,3500
st. lawrence seaway management corporation,3501
staff non-public funds canadian forces,3425
staff non-public funds forces,3425
standards council,3648
standards council conseil canadien normes,3648
statcan,2293
statscan,2293
statcan.gc.ca,2293
statistics,2293
statistics statistique,2293
statistics survey operations,3426
statistique,2293
statistique statistics,2293
status women condition feminine,2241
statute revision commission,3614
stc,2293
stjpa-apstj,3495
superintendent bankruptcy,3418
superintendent financial institutions,2280
superintendent financial institutions surintendant institutions financieres,2280
surintendant faillites,3418
surintendant institutions financieres,2280
surintendant institutions financieres superintendent financial institutions,2280
sustainable development technology,3444
svc,2236
swc-cfc.gc.ca,2241
table ronde nationale sur environnement economie,3675
tacra,2294
tacra-vrab.gc.ca,2294
tax court,3593
taxpayers ombudsperson,3594
taxpayers ombudsperson bureau ombudsman contribuables,3594
tb,3704
tbd,2242
tbpa-aptb,3504
tbs,2242
tbs-sct,2242
tbs-sct.gc.ca,2242
tc,2238
tc.gc.ca,2238
tcce-citt.gc.ca,3685
telefilm,3629
terry fox humanitarian award,3502
thunder bay international airports authority,3503
thunder bay port authority,3504
toronto organizing committee for 2015 pan american parapan american games,3630
toronto port authority,3506
tourism commission,3647
tpa-apt,3506
tpsgc-pwgsc.gc.ca,2236
trade commissioner service,3560
traduction,3544
translation bureau,3544
translation bureau part pspc,3544
transport,2238
transport transports,2238
transportation agency,2252
transportation appeal tribunal,3697
transportation safety board,2309
transportation safety board securite transports,2309
transports,2238
transports transport,2238
travail-labour.gc.ca,2229
treasury board,3704
treasury board secretariat,2242
treasury board secretariat secretariat conseil tresor,2242
treasy,2242
tribunal anciens combattants revision appel,2294
tribunal anciens combattants revision appel veterans review appeal board,2294
tribunal appel pour grains,3670
tribunal appel transports,3697
tribunal canadien commerce exterieur,3685
tribunal canadien commerce exterieur canadian international trade tribunal,3685
tribunal canadien droits personne,3683
tribunal canadien relations professionnelles artistes-producteurs,3681
tribunal commerce exterieur,3685
tribunal concurrence,3564
tribunal dotation fonction publique,3693
tribunal droits personne,3683
tribunal protection fonctionnaires divulgateurs,3587
tribunal protection i environnement,3603
tribunal relations professionnelles artistes-producteurs,3681
tribunal sante securite travail,3581
tribunal securite sociale,3632
tribunal securite sociale social security tribunal,3632
tribunal.gc.ca,2297
trois-rivieres port authority,3507
tsb,2309
tsb-bst,2309
tsb-bst.gc.ca,2309
tss-sst.gc.ca,3632
tv5 quebec,3508
umpire,3688
vac,2239
vac-acc,2239
vancouver fraser port authority,3509
vancouver international airport authority,3510
vancouver organizing committee for 2010 olympic paralympic winter games,3698
vanier institute family,3532
verificateur general,2270
verificateur general auditor general,2270
veterans affairs,2239
veterans affairs anciens combattants,2239
veterans affairs ministere affaires anciens combattants,2239
veterans ombud,2294
veterans ombudsman,3595
veterans review appeal board,2294
veterans review appeal board tribunal anciens combattants revision appel,2294
veterans.gc.ca,2239
vfpa-apvf,3509
via,3662
via hfr - via tgf,3707
via rail,3662
victoria airport authority,3511
virtual museum,3596
vrab,2294
vrab-tacra,2294
vrab-tacra.gc.ca,2294
wage,2241
wage-fegc.gc.ca,2241
war museum,3561
water agency,3703
waterfront toronto,3512
wge,2241
wgec,2241
wheat board,3522
wildlife habitat,3513
windsor port authority,3514
windsor-detroit bridge authority,3644
winnipeg airports authority,3515
winsport,3442
women gender equality,2241
women gender equality femmes egalite genres,2241
world anti-doping agency,3413
wpa-apw,3514
